"SRR1554534"	"SRR1554536"	"SRR1554537"	"SRR1554539"	"SRR1554566"	"SRR1554568"
"IL9"	0	6	2	4	0	2
"CXCR2"	30	0	2	44	2	6
"CXCR2P1"	12	2	0	8	50	4
"IL9R"	0	0	2	0	0	0
"IL10"	0	8	0	4	0	0
"IL10RA"	344	118	498	386	784	474
"IL10RB"	462	294	1844	724	2818	1658
"IL11"	100	14	130	110	162	146
"IL11RA"	1638	986	2072	1346	5972	3692
"IL12A"	118	50	56	112	62	170
"IL12B"	2	0	2	2	0	0
"IL12RB1"	78	46	20	152	16	4
"IL12RB2"	566	40	290	1234	40	38
"IL13"	16	0	2	4	6	2
"IL13RA1"	1238	914	580	1518	1392	722
"IL13RA2"	50	6	318	150	144	62
"IL15"	24	52	14	52	34	48
"IL15RA"	226	58	24	132	16	8
"IL16"	510	168	2406	644	1030	1906
"TNFRSF9"	2	0	0	2	4	8
"IL17A"	0	0	0	0	0	0
"IL18"	10	80	12	66	22	4
"FOXK2"	9104	1848	20468	9944	21030	20140
"ILF2"	6498	2590	36072	7390	46586	32498
"ILF3"	22024	6148	151670	21210	202706	173160
"ILK"	7378	3918	12446	6492	15228	10878
"IMPA1"	2356	832	3682	5608	3442	3178
"IMPA2"	380	402	698	234	1932	1062
"IMPDH1"	4962	1128	8132	4084	13978	9248
"IMPDH2"	3388	1594	19016	4184	24406	14602
"IMPG1"	96	34	154	306	228	326
"INCENP"	3442	326	9456	3512	11030	9282
"IDO1"	0	0	0	0	0	12
"ING1"	1994	528	7392	1982	7940	7708
"ING2"	594	234	1868	1114	2504	2118
"INHA"	368	108	370	332	514	296
"INHBA"	74	10	5004	156	132	330
"INHBB"	694	738	3266	280	5262	5252
"INHBC"	14	20	12	12	32	52
"CXCL10"	4	44	0	10	4	0
"INPP1"	3392	1190	2428	3882	2668	1872
"INS"	0	0	0	0	0	0
"INPP4A"	12380	1728	27970	24764	18678	19184
"INPP5A"	6838	1694	4256	7142	6660	5114
"INPP5B"	1814	1168	3802	2646	3822	2846
"INPP5D"	956	400	1012	964	1324	1220
"INPPL1"	7644	5178	6274	4082	14340	9974
"INSIG1"	6250	2308	13244	8936	15526	10634
"INSL3"	22	4	0	6	0	0
"INSL4"	0	0	0	4	0	0
"INSM1"	732	112	14110	686	9124	13978
"INSR"	5170	1790	21256	6564	18094	19214
"INSRR"	18	22	150	34	104	82
"EIF3E"	3760	2846	33570	7378	35382	24814
"PDX1"	0	0	0	0	0	0
"IPP"	658	334	2858	1180	3888	3022
"IPW"	2086	1702	5610	3786	5600	6698
"IRAK1"	8190	2552	7366	6746	14166	8284
"ITGA6"	4382	3200	3500	3494	13178	9636
"IRAK2"	580	160	746	626	378	374
"IREB2"	3152	1352	22530	7504	21632	20954
"IRF1"	424	364	212	514	384	186
"IRF2"	1746	864	1224	1480	1984	1804
"IRF3"	3328	1120	1986	2072	2870	1918
"IRF4"	4	34	4	28	34	30
"IRF5"	310	46	216	218	228	88
"IRF6"	42	18	10	52	86	4
"IRF7"	372	322	1490	308	1608	956
"IRS1"	2584	428	11326	2862	14210	13702
"ISG20"	194	206	8	148	12	24
"ISL1"	0	0	0	0	86	2
"ISLR"	2032	688	680	3214	2796	2424
"ITGA1"	436	942	1492	940	2354	1822
"ITGA2"	664	120	5776	1492	9209	8682
"ITGA2B"	628	122	760	390	1386	834
"ITGA3"	4344	1306	6316	4552	4664	4910
"ITGA4"	166	248	410	744	598	356
"ITGA5"	584	252	932	298	1790	1084
"ITGA7"	6910	8042	4582	4666	6196	4708
"ITGA9"	812	146	586	1822	1382	848
"ITGAD"	20	4	4	46	0	0
"ITGAE"	662	678	1708	1178	2498	1814
"ITGAL"	174	300	96	138	96	84
"ITGAM"	224	62	242	216	266	190
"ITGAV"	6670	7600	15244	9566	10752	11058
"ITGAX"	470	80	314	416	144	228
"ITGB1"	3650	5780	12828	5252	20810	15652
"ITGB2"	384	316	550	336	938	394
"ITGB3"	136	136	2010	108	888	1744
"ITGB4"	4518	1598	334	1136	408	230
"EIF6"	3382	1466	6808	3850	5274	3698
"ITGB5"	2992	3494	4308	1616	3302	1530
"ITGB6"	0	0	0	0	0	0
"ITGB7"	88	130	52	78	68	34
"ITGB8"	3754	4118	19204	7976	29006	29338
"ITIH1"	2	4	10	2	2	0
"ITIH2"	164	234	544	498	3102	1696
"ITIH3"	88	156	76	160	90	76
"ITIH4"	946	548	1460	1190	1370	1382
"ITK"	12	150	0	52	0	16
"STT3A"	3562	1468	13008	3966	9288	11324
"ITPA"	2410	1080	4648	2226	5484	3662
"ITPK1"	44846	14570	17080	36954	27186	21692
"ITPKA"	8460	1924	148	11104	336	160
"ITPKB"	17376	11476	2242	7078	4884	3114
"ITPR1"	28130	3472	6858	68714	1308	2494
"ITPR2"	3040	3294	2424	4424	2260	1840
"ITPR3"	3120	772	3508	2600	4942	4714
"IVD"	7469	4336	8338	7974	14100	9077
"IVL"	0	0	0	0	0	0
"JAG2"	7754	952	16396	6306	10430	8676
"JAK1"	9108	3814	16064	16396	14164	12504
"JAK2"	1548	474	4250	2724	2998	3112
"JAK3"	1078	388	250	1452	312	174
"JARID2"	3180	1138	10064	3124	13168	9698
"JUN"	9572	4194	22778	12122	47372	38688
"JUNB"	4920	5336	2770	4584	3756	1652
"JUND"	17580	5200	9912	14452	12258	11388
"JUP"	2276	1496	19270	1428	16142	14582
"ANOS1"	1394	1268	3376	2442	1214	1888
"CD82"	2724	1434	1188	1714	3740	970
"KARS1"	4956	1986	15022	6524	19150	12960
"KCNA1"	6676	462	26	18880	182	240
"KCNA2"	2634	118	786	5608	402	392
"KCNA3"	306	20	1762	1152	698	880
"KCNA4"	1198	60	1492	1680	604	442
"KCNA5"	744	182	52	438	418	90
"KCNA6"	5876	1094	10692	8714	12034	8488
"KCNA7"	2	2	6	2	4	0
"KCNA10"	0	0	0	6	0	0
"KCNB1"	5674	358	2042	13012	752	1024
"KCNC1"	14094	842	8564	15642	6416	7626
"KCNC2"	12616	898	838	23000	2024	1564
"KCNC3"	5810	52	2572	6852	724	918
"KCNC4"	8414	1438	2964	8326	3240	1786
"KCND1"	1056	118	578	1134	310	254
"KCND2"	3084	606	3866	8376	2804	3014
"KCND3"	2832	188	1824	3968	1090	1100
"KCNE1"	62	10	374	44	1176	2290
"KCNF1"	13724	1286	4286	11426	1032	826
"KCNG1"	2666	374	5592	2450	11776	11144
"KCNH1"	7230	436	436	15156	946	716
"KCNH2"	5374	806	12772	5816	5910	5856
"KCNJ1"	2	0	4	18	0	4
"KCNJ2"	544	192	668	1096	596	310
"KCNJ3"	3766	100	4760	10724	2072	3628
"KCNJ4"	18240	1234	1668	14694	3286	2298
"KCNJ5"	50	4	90	24	166	96
"KCNJ6"	324	10	664	630	862	1066
"KCNJ8"	708	666	484	858	728	582
"KCNJ9"	18374	1238	5254	20044	4602	5016
"KCNJ10"	19710	15602	2820	12054	10432	8704
"KCNJ11"	3670	358	2008	3264	2490	1848
"KCNJ12"	1866	246	680	2514	118	118
"KCNJ13"	4	30	130	10	730	104
"KCNJ14"	274	196	842	358	636	430
"KCNJ15"	16	0	0	8	18	4
"KCNJ16"	746	1800	58	970	16	10
"KCNK1"	6490	746	804	13548	766	290
"KCNK2"	1010	310	13440	1266	3530	4842
"KCNK3"	2826	666	1212	4882	790	950
"KCNMA1"	22500	4804	15516	46472	4620	5692
"KCNMB1"	208	254	18	130	18	36
"KCNN1"	10982	2450	5152	10692	6276	3846
"KCNN2"	1092	260	1208	2018	3138	3112
"KCNN3"	870	298	2330	426	1764	2088
"KCNN4"	158	62	60	142	50	36
"KCNQ1"	126	38	304	136	282	144
"KCNQ2"	15750	1592	26176	19332	17408	13766
"KCNQ3"	3694	260	9856	6482	6590	7970
"KCNS1"	10312	664	240	16728	104	86
"KCNS2"	1702	38	144	3092	106	288
"KCNS3"	932	240	120	1244	282	216
"KDR"	768	666	3672	968	6338	3792
"KEL"	256	60	650	180	332	216
"KHK"	2664	474	3106	2024	2342	2042
"KIF2A"	3834	1412	31340	11724	25850	24992
"KIF3C"	61866	3774	135272	84666	101996	99608
"KIF5A"	170662	177940	69170	174214	40152	46730
"KIF5B"	11540	18136	53366	18960	74688	58064
"KIF5C"	73642	64948	137400	164496	143766	133022
"KIFC3"	6118	2408	10682	5364	9720	7170
"KIR2DL1"	0	8	0	0	0	0
"KIR2DL3"	0	0	0	4	0	0
"KIR2DL4"	0	0	0	0	0	0
"KIR2DS1"	0	0	0	0	0	0
"KIR2DS4"	0	0	0	0	0	0
"KIR2DS5"	0	0	0	0	0	0
"KIR3DL1"	0	4	0	4	0	0
"KIR3DL2"	0	12	0	8	0	0
"KIR3DS1"	0	0	0	0	0	0
"KISS1"	4	16	2	4	8	0
"KIT"	2808	910	20152	5994	17168	12658
"KLK1"	0	4	4	6	8	2
"KLK2"	4	0	0	0	8	8
"KLKB1"	100	536	8	154	200	8
"KLRB1"	4	78	10	38	24	26
"KLRC1"	68	16	10	100	0	2
"KLRC2"	132	34	34	312	46	52
"KLRC3"	102	130	22	180	50	28
"KLRD1"	8	154	26	40	2	14
"KNG1"	28	0	0	62	16	0
"KLC1"	62654	9588	75840	89932	86992	60656
"KIF11"	138	78	7789	216	19568	13102
"KIFC1"	0	0	30	0	28	32
"KIF25"	16	74	26	76	88	10
"KIF22"	1484	824	8232	1560	19768	9316
"KPNA1"	6538	2306	24292	14650	22852	21102
"KPNB1"	13740	3166	45740	17004	68326	50720
"KPNA2"	3720	952	17524	5002	24308	17598
"KPNA3"	3774	1738	19562	9324	19080	17080
"KPNA4"	6324	2404	21414	12560	23348	17406
"KPNA5"	754	204	7118	2606	4620	4478
"TNPO1"	3586	3316	65152	9204	56692	52776
"IPO5"	12032	4584	49168	30574	58470	43324
"KRAS"	4842	1522	16898	12854	16046	15304
"KRTAP5.9"	70	8	12	84	64	12
"KRT1"	6	4	48	34	68	80
"KRT2"	0	0	0	0	0	0
"KRT3"	16	4	0	16	0	0
"KRT4"	0	0	0	0	0	0
"KRT5"	866	44	8	718	36	0
"KRT6A"	0	0	0	4	0	0
"KRT6B"	0	0	0	0	0	0
"KRT7"	18	16	0	8	0	0
"KRT8"	6	16	4	6	384	26
"KRT9"	2	0	0	0	0	0
"KRT10"	1176	606	1118	1334	1136	1336
"KRT12"	12	0	0	4	10	4
"KRT13"	0	0	8	2	112	186
"KRT14"	0	0	0	0	0	0
"KRT15"	0	2	2	0	4	16
"KRT16"	4	0	0	4	0	0
"KRT17"	1304	138	2	920	0	0
"KRT18"	40	74	98	30	288	80
"KRT19"	68	60	346	82	1894	1702
"KRT31"	242	50	184	168	2042	6030
"KRT32"	0	0	6	0	14	56
"KRT33A"	6	2	0	0	12	10
"KRT33B"	4	0	30	32	0	4
"KRT34"	0	0	42	10	322	1086
"KRT35"	0	0	0	0	2	2
"KRT81"	104	44	2	54	2	4
"KRT82"	0	0	0	4	0	0
"KRT83"	78	0	0	106	0	2
"KRT84"	4	0	0	0	0	0
"KRT85"	0	0	0	0	0	0
"KRT86"	164	16	30	216	18	14
"KTN1"	6958	8372	24846	16778	45764	30676
"L1CAM"	34942	1462	86702	37714	110996	104006
"LAD1"	0	4	0	0	0	0
"AFF3"	5140	548	68037	9510	54622	76200
"LAG3"	74	42	172	46	318	166
"LAIR1"	90	4	136	148	162	96
"LAIR2"	16	0	0	4	0	0
"LALBA"	0	0	4	0	0	2
"LAMA2"	1256	1264	1406	3264	3280	2306
"LAMA3"	1120	366	1930	1268	3356	3614
"LAMA4"	1910	1680	2720	2084	6392	3604
"LAMA5"	7468	2688	17706	5004	15944	9604
"LAMB1"	4308	762	11298	8616	18480	8912
"LAMB2"	6176	4800	5474	2964	13340	8122
"LAMB3"	842	130	136	896	146	146
"LAMC1"	2178	2262	10762	2904	13632	10962
"LAMP1"	15334	6508	15038	14142	12048	11814
"LAMC2"	22	48	182	68	500	634
"LAMP2"	10899	5856	8858	27094	8204	8530
"RPSA"	14214	13895	79372	18496	64190	40403
"STMN1"	45544	9506	322452	87106	326476	247106
"LASP1"	20726	5034	50072	20838	50372	41224
"LBP"	8	0	0	0	0	2
"LBR"	1042	1362	17132	1550	23848	21348
"LCAT"	608	612	676	440	1052	788
"LCK"	30	120	4	64	10	4
"LCN1"	52	28	0	30	0	0
"LCN2"	0	22	74	24	20	60
"LCP1"	270	424	470	342	532	296
"LCP2"	882	298	188	1106	200	214
"LCT"	6	0	14	4	54	14
"LDHA"	21678	4374	21606	37126	29292	24310
"LDHB"	48854	34070	53076	61366	83860	57788
"LDHC"	8	0	0	4	0	0
"LDLR"	3204	682	7654	2659	14947	12896
"LECT2"	0	0	0	4	4	2
"LEP"	0	4	0	4	0	4
"LEPR"	456	1276	1624	1052	1414	802
"LETM1"	7440	2370	18936	7398	16978	13186
"LFNG"	1228	1510	1208	562	2946	2118
"LGALS1"	11960	5300	2022	8808	1164	986
"LGALS2"	4	6	4	10	20	10
"LGALS3"	1944	3842	1262	1040	1290	1060
"LGALS3BP"	4680	1600	2960	3290	6286	3092
"LGALS4"	58	30	98	36	198	48
"LGALS7"	0	0	0	0	2	0
"LGALS8"	2268	254	13984	4614	2862	3440
"LGALS9"	568	284	194	360	392	208
"LHB"	10	6	8	0	20	12
"LHCGR"	4	0	0	12	4	12
"LHX1"	0	0	30	24	154	144
"LIF"	2	32	152	12	570	336
"LIFR"	4980	4968	14790	8646	28720	22704
"LIG1"	1542	362	12550	1484	18124	12012
"LIG3"	2134	508	9178	2318	11648	8238
"LIG4"	3586	898	4182	7508	5146	4228
"LIM2"	0	4	0	0	8	0
"ABLIM1"	18164	13076	42570	26548	14554	14042
"LIMK1"	36802	3508	12218	25704	16840	13794
"LIMK2"	2446	1242	6054	1400	9042	5964
"LIMS1"	696	1076	2868	942	4180	3786
"LIPA"	3288	1626	2872	6872	3054	2168
"LIPC"	50	0	0	84	8	12
"LIPE"	2446	418	2066	1832	3252	2184
"FADS1"	9068	7432	32028	6608	36686	34350
"LLGL2"	980	326	240	542	546	318
"FADS3"	5384	1916	4708	3906	3132	2014
"LLGL1"	8258	4262	22986	6514	31184	21096
"LMAN1"	2404	2104	7998	4850	9672	8698
"LMNA"	4118	2728	6430	2586	11298	8120
"LMNB1"	388	196	26902	520	57700	36518
"LMO1"	218	50	228	122	584	294
"LMO2"	1674	2362	1956	1896	2144	1064
"PRICKLE3"	216	128	74	104	116	134
"LMO7"	9212	560	40268	16372	66284	82080
"LMX1A"	0	0	0	0	424	8
"LMX1B"	0	0	4	6	6	20
"LNPEP"	528	148	1566	1676	552	728
"VWA5A"	1462	696	582	2088	1048	656
"LOR"	92	14	70	60	26	6
"LOX"	252	114	2562	434	2012	1840
"LOXL1"	234	166	680	92	1158	752
"LOXL2"	230	118	1380	150	1640	1434
"LPA"	48	0	21	64	42	2
"LPL"	2012	1324	74342	3000	3590	8972
"LPO"	58	4	28	58	24	12
"LPP"	1742	3286	2722	2730	3404	3422
"LRMP"	1208	174	146	2066	210	162
"LRCH4"	5506	1652	9164	3202	10596	11374
"LRP1"	64294	24474	85798	52582	63224	58838
"LRP2"	1638	240	526	1442	198	206
"LRP3"	22380	8220	31822	19456	25148	22358
"LRP4"	15702	12504	6968	7866	17164	13184
"LRP6"	3014	1454	25446	5150	21124	21458
"LRP5"	1906	1032	12534	920	13552	10646
"LRPAP1"	16026	3958	6948	14582	12582	5476
"LSAMP"	20784	11208	24354	42632	38334	26080
"LSP1"	362	240	8	172	48	30
"LSS"	9736	3770	34230	6926	46542	40510
"LTA4H"	2568	1370	7112	3806	9696	6638
"LTA"	0	0	0	0	0	0
"LTB"	0	0	0	0	0	0
"CYP4F3"	68	18	4	34	1	1
"LTBP1"	1370	1610	10908	1116	12626	7714
"LTBP2"	494	480	802	1104	936	854
"LTBP3"	18342	5486	19876	10082	19246	14638
"LTBR"	586	512	222	480	772	202
"LTC4S"	180	92	324	118	190	222
"LTF"	50	50	24	38	48	4
"LTK"	536	180	38	978	34	28
"BCAM"	4306	4158	1692	2036	2536	1498
"LUM"	60	326	422	184	1288	1358
"LY6E"	16934	5808	6286	15286	5104	3136
"LY6H"	10288	3050	7944	8200	5910	3540
"LY9"	16	30	0	16	0	0
"CD180"	32	16	72	4	114	60
"LY75"	96	124	48	194	66	50
"LYL1"	260	122	268	148	414	166
"LYN"	570	962	2566	540	1004	580
"SH2D1A"	20	82	4	14	0	6
"LYZ"	68	20	20	86	26	30
"TACSTD2"	34	4	0	38	18	0
"TM4SF1"	1206	3420	684	1212	1218	870
"EPCAM"	370	18	822	338	1188	572
"M6PR"	5042	830	4438	5772	4264	3566
"CAPRIN1"	14140	5496	84658	27510	87198	82410
"NBR1"	11690	6578	21526	16556	29972	24724
"MAB21L1"	50	70	66	40	500	324
"MARCKS"	17850	8704	120932	22276	176506	143236
"MXD1"	1790	658	5242	3548	3372	4806
"MAD2L1"	356	70	2576	668	4580	3300
"SMAD1"	1778	996	7138	2210	6922	6214
"SMAD2"	4008	2564	19967	6766	14090	16030
"SMAD3"	5612	2884	3016	10248	4420	3426
"SMAD4"	2846	2394	27322	4864	25966	25542
"SMAD5"	1752	1876	13302	3244	14002	12686
"SMAD6"	1158	434	362	702	562	464
"SMAD7"	2774	938	3804	2540	2482	2856
"SMAD9"	973	846	11872	2220	9920	11590
"MAF"	1946	1208	7132	2836	5950	5466
"MAFG"	10998	2002	9914	11376	9132	7684
"MAG"	14716	1430	0	13386	60	28
"MAGEA1"	0	0	0	0	0	0
"MAGEA2"	0	0	0	0	0	0
"MAGEA3"	0	0	0	0	0	0
"MAGEA4"	0	0	0	0	0	0
"MAGEA5"	0	0	0	0	0	0
"MAGEA6"	0	0	0	0	0	0
"MAGEA8"	0	0	18	0	8	16
"MAGEA9"	0	0	2	0	0	0
"MAGEA10"	4	0	0	4	0	0
"MAGEA11"	0	0	4	0	0	0
"MAGEA12"	16	74	6	14	0	4
"MAGEB1"	0	0	0	0	0	0
"MAGEB2"	4	0	0	0	0	0
"MAGEB3"	0	0	0	0	0	0
"MAGEB4"	4	0	0	0	0	0
"MAGOH"	1624	588	2552	1134	3248	3008
"MAK"	68	54	504	116	610	332
"MAL"	3462	2978	0	3572	4	4
"MAN1A1"	1578	398	1812	5282	1150	1424
"MAN2A2"	24018	4234	28754	22308	26336	25322
"MAN2C1"	12100	3626	14436	10318	19778	19394
"MAN2A1"	1678	442	3158	4596	3504	3090
"MAN2B1"	1838	582	5898	1316	9250	7596
"MANBA"	1210	528	1438	1618	4084	4154
"MAOA"	3416	4170	1422	3250	2056	844
"MAOB"	9410	3760	570	8926	724	530
"MAP1A"	191186	13980	24530	251268	22834	16748
"MAP1B"	113374	7950	531490	315936	451228	464692
"MAP2"	85082	10260	251418	257470	266544	280300
"MAP4"	56474	34550	78460	51696	54454	53595
"MAP6"	10078	2746	63432	14634	41030	40418
"MAPT"	31514	2734	84260	37642	56232	33678
"MARK1"	5208	914	33370	9152	19952	22320
"MARK3"	6358	2546	25968	8858	30798	23868
"MARS1"	13228	2230	21804	13576	28102	21104
"MAS1"	68	0	12	376	0	0
"MAT1A"	16	8	42	6	22	16
"MAT2A"	12704	6636	47276	17618	39938	45816
"MATK"	10330	1958	3122	7982	784	524
"MATN1"	72	14	28	56	100	96
"MATN2"	1204	758	834	1930	1856	888
"MATN3"	178	202	196	258	408	154
"MAX"	4442	2620	10810	4416	7848	8136
"MAZ"	17528	6156	65850	16294	84914	63092
"MB"	68	82	0	16	0	0
"MBD1"	7108	1418	14708	7408	16720	12778
"MBL2"	0	0	0	0	0	0
"MBNL1"	4578	2556	6168	13330	6414	5750
"MBP"	767518	369984	764	284442	944	898
"MC1R"	560	180	6884	402	4002	3386
"MC2R"	0	0	0	0	0	0
"MC3R"	20	4	0	6	0	0
"MC4R"	130	4	26	188	4	4
"MC5R"	8	4	24	6	0	0
"MCAM"	8502	8548	2560	7722	9928	6862
"MCC"	2804	3088	4076	2582	2006	1990
"CHST6"	996	514	170	1096	504	252
"MCF2"	1202	156	1700	3446	888	702
"MCL1"	5744	6242	38932	8486	51378	43302
"MCM2"	842	204	11066	786	29144	15674
"MCM3"	1598	940	7476	1758	21868	9920
"MCM4"	3074	576	18492	4452	35424	20786
"MCM5"	642	336	5450	376	14472	7098
"MCM6"	1248	512	12664	1846	22300	13310
"MCM7"	4608	2688	37294	3082	66006	40064
"CD46"	3638	3868	16510	9286	24768	24034
"SMCP"	0	10	0	0	0	0
"ADAM11"	21646	2752	9524	20114	7666	7092
"MDFI"	206	370	3246	116	2038	1624
"DNAJB9"	2014	1288	4518	5800	3538	3014
"MDH1"	22834	5756	17216	60938	19432	13754
"MDH2"	20716	2668	19794	18394	24020	14912
"MDK"	568	708	11834	434	15318	9622
"MDM2"	2928	1648	15548	6288	19674	17248
"MDM4"	2534	1944	24857	4122	23180	25473
"ME1"	2750	2516	266	5546	258	278
"ME2"	3416	1972	11408	5060	10804	10236
"MEA1"	5612	1688	5350	5068	4770	3336
"MECP2"	15212	2644	35788	19082	35868	32900
"MEF2A"	9142	2226	14782	22984	12296	13900
"BORCS8.MEF2B"	0	0	0	0	0	0
"MEF2C"	38968	4610	272496	86224	73162	123682
"MEF2D"	25642	2960	14552	31540	11022	11822
"MEFV"	70	4	12	74	24	16
"MEIS1"	856	384	1354	712	2808	1858
"MEIS2"	3318	1668	48140	5220	53636	77224
"MEIS3P1"	230	326	404	498	880	856
"MAP3K1"	752	726	2854	1226	3576	2528
"MAP3K3"	3026	762	6990	3124	8550	8216
"MAP3K4"	3392	828	9346	4916	13640	10386
"MAP3K5"	4184	3488	768	7410	812	1130
"RAB8A"	2598	1172	7504	2218	8142	7378
"MEN1"	5216	912	12168	4596	12480	11074
"MEOX1"	0	0	10	0	62	48
"MEOX2"	32	14	50	50	130	52
"MEP1A"	0	0	0	2	0	4
"MEP1B"	0	0	72	28	56	46
"MEST"	1330	588	6322	2704	11224	5228
"MET"	1858	204	506	2946	212	64
"METTL1"	484	150	736	634	866	568
"MFAP1"	3288	1116	7734	3272	12662	8992
"MFAP2"	8	20	2552	22	4014	3978
"MFAP3"	1304	820	16852	2924	9346	12566
"MFAP4"	580	796	1222	762	2574	1408
"MFGE8"	6786	6448	6276	5626	6192	6604
"MELTF"	1478	782	414	1484	1240	760
"MFNG"	278	176	868	190	1558	908
"MGAT1"	7472	3288	9562	6110	12436	9134
"SCGB2A1"	0	0	0	0	0	0
"MGAT2"	1190	512	5524	1518	5274	4222
"MGAT3"	21442	3334	24218	21286	19784	19416
"MGAT5"	2240	286	5976	3820	3758	4388
"SCGB2A2"	0	0	0	0	0	0
"MIA2"	1148	446	2902	2502	3978	2596
"KITLG"	2396	604	6556	10230	4684	2014
"MGMT"	638	518	454	644	710	310
"MGP"	502	1320	28	932	124	102
"MGST1"	1244	4328	162	1276	318	190
"MGST2"	446	632	290	618	252	196
"MGST3"	5974	4922	9918	11254	5852	6120
"CIITA"	98	26	34	66	56	28
"CD99"	176	122	172	60	428	180
"MICB"	0	0	0	0	0	0
"MID1"	1258	956	24376	914	22402	20566
"MIF"	11554	6474	16178	12344	7620	7888
"CXCL9"	4	4	0	2	0	0
"MIP"	24	4	18	44	10	22
"MIPEP"	562	252	1116	970	1752	944
"MITF"	484	344	504	816	614	254
"ATXN3"	1452	524	6180	3330	5143	5348
"MKI67"	12	22	26640	30	46272	38464
"MKLN1"	3756	4084	16396	10982	13716	15344
"MLF1"	832	700	1798	1830	2714	1482
"MLH1"	2534	1200	7654	2752	11598	8258
"MAP3K9"	5364	86	7646	7736	4240	5242
"MAP3K10"	34890	4726	18964	25322	15298	13698
"MLN"	8	0	4	0	4	8
"MAP3K11"	6246	1780	3494	4116	5080	3114
"KMT2A"	8624	1700	66036	14418	33406	45200
"MLLT1"	21212	5170	29962	18630	34792	30716
"AFF1"	2416	1542	4448	3380	3906	3450
"MLLT3"	1672	554	42006	3076	20116	33682
"AFDN"	5328	1248	73316	7258	159834	147712
"MLLT6"	27239	10390	28844	24746	30738	28084
"FOXO4"	6916	5160	2550	4190	3566	3474
"NR3C2"	3152	1322	488	6328	914	448
"TRPM1"	12	4	0	316	12	0
"MME"	84	18	296	284	298	226
"MMP1"	0	0	0	0	118	0
"MMP2"	300	242	1310	394	2918	1980
"MMP3"	8	0	2	12	0	0
"MMP7"	0	0	0	0	0	0
"MMP8"	0	0	4	0	0	0
"MMP9"	24	2	18	6	94	86
"MMP10"	0	0	20	0	0	0
"MMP11"	64	80	2184	54	3010	2116
"MMP12"	0	0	0	0	0	0
"MMP13"	0	0	0	0	0	4
"MMP14"	644	834	4274	626	6992	5426
"MMP15"	2210	876	7690	1364	11130	7768
"MMP16"	734	330	11426	2628	5014	11252
"MMP17"	10998	2880	4504	7478	3376	2998
"MMP19"	4	10	14	8	18	28
"ALDH6A1"	6268	8094	2772	5012	3502	2948
"MN1"	2654	956	118326	3674	52110	67034
"MNAT1"	848	722	1814	1746	2928	2094
"MNDA"	130	318	190	230	92	140
"MNT"	6846	1082	11754	7226	10390	9824
"MOBP"	26314	13806	168	18590	210	60
"MOCS1"	3076	1234	738	1912	2514	1506
"MOCS2"	4972	2570	5374	9270	5402	4008
"MOG"	2	40	0	928	0	0
"MOS"	0	0	8	4	4	0
"MOV10"	1374	926	2260	1058	5702	3508
"CD200"	8994	962	20232	14292	20588	21450
"MPG"	3102	1254	2802	2544	3162	2002
"MPI"	4876	1938	4222	4832	3940	3334
"MPL"	280	94	120	454	46	58
"MPO"	326	38	80	288	242	100
"MPP1"	7524	1036	3552	8932	3806	3056
"MPP2"	9200	1624	8498	10796	11224	8242
"MPP3"	682	80	7318	684	8456	6794
"MPST"	1418	1200	4498	784	5538	3580
"MPV17"	4582	1528	5006	4720	5206	4794
"MPZ"	420	134	526	128	392	538
"MRC1"	0	0	0	16	52	6
"MRE11"	618	384	4646	1750	7412	5136
"ABCC1"	2292	286	8058	2464	4964	4704
"MYO1B"	3516	3358	5636	7884	14086	10624
"CITED1"	528	64	374	584	370	246
"MSH2"	2728	640	11476	6324	17708	14084
"MSH3"	1388	562	4302	2106	5098	3692
"MSH4"	12	24	160	146	176	120
"MSH5"	4	0	6	0	24	24
"MSI1"	1618	1342	18582	830	30840	24712
"MSMB"	0	0	0	0	0	0
"MSN"	7504	6768	15176	4318	28102	18748
"MSR1"	16	8	16	96	36	16
"MSRA"	1720	550	10586	2524	6780	6732
"MST1"	912	426	2994	560	3354	2442
"MST1R"	86	24	1012	174	406	408
"MSX1"	476	820	272	464	1192	538
"MSX2"	120	48	0	172	104	8
"MT1A"	4	60	0	2	2	0
"MT1B"	0	40	0	0	0	0
"MT1E"	958	6401	84	866	80	36
"MT1F"	262	2272	360	428	626	316
"MT1G"	141	4960	4	498	113	5
"MT1H"	10	236	0	6	30	0
"MT1M"	184	1774	32	240	8	6
"MT1L"	44	260	12	50	6	12
"MT1X"	363	2727	218	482	519	211
"MT2A"	2896	13790	1018	2070	1602	682
"MT3"	15310	51422	1414	16598	678	328
"MTAP"	918	582	2786	1448	5912	4947
"ATP6"	1170842	1799304	173266	681856	24688	143432
"ATP8"	224836	303278	44796	76714	1206	32834
"COX1"	3187328	10665668	674446	2307952	112208	517528
"COX2"	883234	2403454	174082	744252	34930	104852
"COX3"	799836	2741978	305256	761026	61668	210542
"MTCP1"	80	34	192	60	224	192
"CYTB"	1071918	2626214	232966	875178	38326	203986
"MTF1"	2076	826	6632	2606	5050	5086
"NUDT1"	468	214	1858	400	4942	2546
"MTHFD1"	4492	1642	11586	6392	18608	12122
"MTHFR"	3840	954	7402	3912	9647	7174
"MTIF2"	2216	772	2580	3646	3872	2684
"MTM1"	1398	886	1612	1534	1682	1428
"ND1"	1060786	2421550	128116	803344	14652	79824
"ND2"	1048144	1950882	116614	755266	11224	55618
